16:45:01.321 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.3.Final
16:49:06.549 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [72e5526a-0197-4d0f-a939-cafd72aecb53_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$332/1453062635
16:49:06.549 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [72e5526a-0197-4d0f-a939-cafd72aecb53_config-0]Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
16:49:06.550 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [72e5526a-0197-4d0f-a939-cafd72aecb53_config-0]RpcClient init, ServerListFactory =com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
16:49:06.557 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [72e5526a-0197-4d0f-a939-cafd72aecb53_config-0] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
16:49:07.607 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [72e5526a-0197-4d0f-a939-cafd72aecb53_config-0] Success to connect to server [127.0.0.1:8848] on start up,connectionId=1663404547379_127.0.0.1_55504
16:49:07.607 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [72e5526a-0197-4d0f-a939-cafd72aecb53_config-0]Notify connected event to listeners.
16:49:07.607 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [72e5526a-0197-4d0f-a939-cafd72aecb53_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
16:49:07.608 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.c.i.ClientWorker - [onConnected,681] - [72e5526a-0197-4d0f-a939-cafd72aecb53_config-0] Connected,notify listen context...
16:49:07.608 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [72e5526a-0197-4d0f-a939-cafd72aecb53_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
16:49:07.644 [main] INFO  c.a.n.c.c.i.Limiter - [<clinit>,56] - limitTime:5.0
16:49:07.686 [main] INFO  c.a.n.c.c.u.JvmUtil - [<clinit>,53] - isMultiInstance:false
16:49:07.722 [main] INFO  c.r.s.RuoYiSystemApplication - [logStartupProfileInfo,646] - The following 1 profile is active: "dev"
16:49:10.690 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-9201"]
16:49:10.691 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
16:49:10.691 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.60]
16:49:10.940 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
16:49:12.208 [main] INFO  c.a.d.p.DruidDataSource - [init,998] - {dataSource-1,master} inited
16:49:12.209 [main] INFO  c.b.d.d.DynamicRoutingDataSource - [addDataSource,148] - dynamic-datasource - add a datasource named [master] success
16:49:12.210 [main] INFO  c.b.d.d.DynamicRoutingDataSource - [afterPropertiesSet,228] - dynamic-datasource initial loaded [1] datasource,primary datasource named [master]
16:49:16.251 [main] INFO  c.b.d.d.DynamicRoutingDataSource - [destroy,205] - dynamic-datasource start closing ....
16:49:16.255 [main] INFO  c.a.d.p.DruidDataSource - [close,2071] - {dataSource-1} closing ...
16:49:16.258 [main] INFO  c.a.d.p.DruidDataSource - [close,2144] - {dataSource-1} closed
16:49:16.259 [main] INFO  c.b.d.d.DynamicRoutingDataSource - [destroy,209] - dynamic-datasource all closed success,bye
16:49:16.260 [main] INFO  o.a.c.c.StandardService - [log,173] - Stopping service [Tomcat]
16:50:47.864 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.3.Final
16:50:48.584 [main] INFO  c.a.n.c.c.i.LocalConfigInfoProcessor - [<clinit>,67] - LOCAL_SNAPSHOT_PATH:C:\Users\lujiaxin\nacos\config
16:50:48.595 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,77] - [RpcClientFactory] create a new rpc client of 64a2b754-4425-4d97-99d0-1fdf7af8418e_config-0
16:50:48.695 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 41 ms to scan 1 urls, producing 3 keys and 6 values 
16:50:48.730 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 17 ms to scan 1 urls, producing 4 keys and 9 values 
16:50:48.750 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 18 ms to scan 1 urls, producing 3 keys and 10 values 
16:50:48.913 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 160 ms to scan 239 urls, producing 0 keys and 0 values 
16:50:48.951 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 36 ms to scan 1 urls, producing 1 keys and 5 values 
16:50:48.965 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 13 ms to scan 1 urls, producing 1 keys and 7 values 
16:50:48.982 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 13 ms to scan 1 urls, producing 2 keys and 8 values 
16:50:49.153 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 169 ms to scan 239 urls, producing 0 keys and 0 values 
16:50:49.183 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [64a2b754-4425-4d97-99d0-1fdf7af8418e_config-0]RpcClient init label, labels={module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
16:50:49.184 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [64a2b754-4425-4d97-99d0-1fdf7af8418e_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$331/179808568
16:50:49.184 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [64a2b754-4425-4d97-99d0-1fdf7af8418e_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$332/1068445309
16:50:49.185 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [64a2b754-4425-4d97-99d0-1fdf7af8418e_config-0]Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
16:50:49.186 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [64a2b754-4425-4d97-99d0-1fdf7af8418e_config-0]RpcClient init, ServerListFactory =com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
16:50:49.192 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [64a2b754-4425-4d97-99d0-1fdf7af8418e_config-0] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
16:50:50.348 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [64a2b754-4425-4d97-99d0-1fdf7af8418e_config-0] Success to connect to server [127.0.0.1:8848] on start up,connectionId=1663404650100_127.0.0.1_55962
16:50:50.349 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [64a2b754-4425-4d97-99d0-1fdf7af8418e_config-0]Notify connected event to listeners.
16:50:50.350 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [64a2b754-4425-4d97-99d0-1fdf7af8418e_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
16:50:50.350 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.c.i.ClientWorker - [onConnected,681] - [64a2b754-4425-4d97-99d0-1fdf7af8418e_config-0] Connected,notify listen context...
16:50:50.351 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [64a2b754-4425-4d97-99d0-1fdf7af8418e_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
16:50:50.412 [main] INFO  c.a.n.c.c.i.Limiter - [<clinit>,56] - limitTime:5.0
16:50:50.428 [main] INFO  c.a.n.c.c.u.JvmUtil - [<clinit>,53] - isMultiInstance:false
16:50:50.463 [main] INFO  c.r.s.RuoYiSystemApplication - [logStartupProfileInfo,646] - The following 1 profile is active: "dev"
16:50:53.363 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-9201"]
16:50:53.364 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
16:50:53.365 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.60]
16:50:53.568 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
16:50:54.671 [main] INFO  c.a.d.p.DruidDataSource - [init,998] - {dataSource-1,master} inited
16:50:54.673 [main] INFO  c.b.d.d.DynamicRoutingDataSource - [addDataSource,148] - dynamic-datasource - add a datasource named [master] success
16:50:54.673 [main] INFO  c.b.d.d.DynamicRoutingDataSource - [afterPropertiesSet,228] - dynamic-datasource initial loaded [1] datasource,primary datasource named [master]
16:50:58.109 [main] INFO  c.a.n.client.naming - [initNamespaceForNaming,63] - initializer namespace from System Property : null
16:50:58.111 [main] INFO  c.a.n.client.naming - [call,69] - initializer namespace from System Environment :null
16:50:58.112 [main] INFO  c.a.n.client.naming - [call,79] - initializer namespace from System Property :null
16:50:58.142 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,77] - [RpcClientFactory] create a new rpc client of 8c9a2d2b-19f8-4453-8f3c-986aa8b2c982
16:50:58.144 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8c9a2d2b-19f8-4453-8f3c-986aa8b2c982]RpcClient init label, labels={module=naming, source=sdk}
16:50:58.147 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8c9a2d2b-19f8-4453-8f3c-986aa8b2c982]RpcClient init, ServerListFactory =com.alibaba.nacos.client.naming.core.ServerListManager
16:50:58.169 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8c9a2d2b-19f8-4453-8f3c-986aa8b2c982]Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
16:50:58.171 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8c9a2d2b-19f8-4453-8f3c-986aa8b2c982]Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
16:50:58.173 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8c9a2d2b-19f8-4453-8f3c-986aa8b2c982] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
16:50:58.307 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8c9a2d2b-19f8-4453-8f3c-986aa8b2c982] Success to connect to server [127.0.0.1:8848] on start up,connectionId=1663404658187_127.0.0.1_56021
16:50:58.311 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8c9a2d2b-19f8-4453-8f3c-986aa8b2c982]Notify connected event to listeners.
16:50:58.311 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.client.naming - [onConnected,76] - Grpc connection connect
16:50:58.311 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8c9a2d2b-19f8-4453-8f3c-986aa8b2c982]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
16:50:58.311 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8c9a2d2b-19f8-4453-8f3c-986aa8b2c982]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
16:51:00.564 [main] INFO  c.a.n.client.naming - [isChangedServiceInfo,181] - init new ips(0) service: DEFAULT_GROUP@@ruoyi-system@@DEFAULT -> []
16:51:00.577 [main] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(0) service: DEFAULT_GROUP@@ruoyi-system@@DEFAULT -> []
16:51:00.585 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-9201"]
16:51:00.609 [main] INFO  c.a.n.client.naming - [registerService,112] - [REGISTER-SERVICE] public registering service ruoyi-system with instance Instance{instanceId='null', ip='192.168.0.113', port=9201, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={preserved.register.source=SPRING_CLOUD}}
16:51:00.621 [main] INFO  c.a.c.n.r.NacosServiceRegistry - [register,75] - nacos registry, DEFAULT_GROUP ruoyi-system 192.168.0.113:9201 register finished
16:51:01.273 [nacos-grpc-client-executor-7] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8c9a2d2b-19f8-4453-8f3c-986aa8b2c982]receive server push request,request=NotifySubscriberRequest,requestId=1
16:51:01.277 [nacos-grpc-client-executor-7] INFO  c.a.n.client.naming - [isChangedServiceInfo,181] - init new ips(1) service: DEFAULT_GROUP@@ruoyi-system -> [{"ip":"192.168.0.113","port":9201,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-system","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
16:51:01.277 [nacos-grpc-client-executor-7] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(1) service: DEFAULT_GROUP@@ruoyi-system -> [{"ip":"192.168.0.113","port":9201,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-system","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
16:51:01.278 [nacos-grpc-client-executor-7] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8c9a2d2b-19f8-4453-8f3c-986aa8b2c982]ack server push request,request=NotifySubscriberRequest,requestId=1
16:51:01.451 [main] INFO  c.r.s.RuoYiSystemApplication - [logStarted,61] - Started RuoYiSystemApplication in 14.3 seconds (JVM running for 15.569)
16:51:01.460 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,384] - [config_rpc_client] [subscribe] ruoyi-system+DEFAULT_GROUP
16:51:01.460 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,173] - [config_rpc_client] [add-listener] ok, tenant=, dataId=ruoyi-system, group=DEFAULT_GROUP, cnt=1
16:51:01.461 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,384] - [config_rpc_client] [subscribe] ruoyi-system.yml+DEFAULT_GROUP
16:51:01.461 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,173] - [config_rpc_client] [add-listener] ok, tenant=, dataId=ruoyi-system.yml, group=DEFAULT_GROUP, cnt=1
16:51:01.462 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,384] - [config_rpc_client] [subscribe] ruoyi-system-dev.yml+DEFAULT_GROUP
16:51:01.462 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,173] - [config_rpc_client] [add-listener] ok, tenant=, dataId=ruoyi-system-dev.yml, group=DEFAULT_GROUP, cnt=1
16:51:01.547 [com.alibaba.nacos.client.naming.updater.0] INFO  c.a.n.client.naming - [isChangedServiceInfo,235] - new ips(1) service: DEFAULT_GROUP@@ruoyi-system@@DEFAULT -> [{"ip":"192.168.0.113","port":9201,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-system","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
16:51:01.547 [com.alibaba.nacos.client.naming.updater.0] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(1) service: DEFAULT_GROUP@@ruoyi-system@@DEFAULT -> [{"ip":"192.168.0.113","port":9201,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-system","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
16:51:02.169 [RMI TCP Connection(5)-192.168.0.113] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring DispatcherServlet 'dispatcherServlet'
21:55:03.123 [nacos-grpc-client-executor-2746] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [64a2b754-4425-4d97-99d0-1fdf7af8418e_config-0]receive server push request,request=ClientDetectionRequest,requestId=2
21:55:03.163 [nacos-grpc-client-executor-2746] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [64a2b754-4425-4d97-99d0-1fdf7af8418e_config-0]ack server push request,request=ClientDetectionRequest,requestId=2
22:55:28.467 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [64a2b754-4425-4d97-99d0-1fdf7af8418e_config-0] try to re connect to a new server ,server is  not appointed,will choose a random server.
22:55:28.467 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [8c9a2d2b-19f8-4453-8f3c-986aa8b2c982] try to re connect to a new server ,server is  not appointed,will choose a random server.
22:55:30.797 [lettuce-nioEventLoop-4-1] INFO  i.l.c.p.CommandHandler - [log,217] - null Unexpected exception during request: java.io.IOException: 远程主机强迫关闭了一个现有的连接。
java.io.IOException: 远程主机强迫关闭了一个现有的连接。
	at sun.nio.ch.SocketDispatcher.read0(Native Method)
	at sun.nio.ch.SocketDispatcher.read(SocketDispatcher.java:43)
	at sun.nio.ch.IOUtil.readIntoNativeBuffer(IOUtil.java:223)
	at sun.nio.ch.IOUtil.read(IOUtil.java:192)
	at sun.nio.ch.SocketChannelImpl.read(SocketChannelImpl.java:378)
	at io.netty.buffer.PooledByteBuf.setBytes(PooledByteBuf.java:258)
	at io.netty.buffer.AbstractByteBuf.writeBytes(AbstractByteBuf.java:1132)
	at io.netty.channel.socket.nio.NioSocketChannel.doReadBytes(NioSocketChannel.java:350)
	at io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:151)
	at io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:722)
	at io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:658)
	at io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:584)
	at io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:496)
	at io.netty.util.concurrent.SingleThreadEventExecutor$4.run(SingleThreadEventExecutor.java:986)
	at io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)
	at io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)
	at java.lang.Thread.run(Thread.java:750)
